assestment;text_clean;sentiment_all;sentiment_avg;uniq_words;uniq_lemm;err;net;ADJ;ADV;NOUN;e0;e1;e2;e3;e4;e5;e6;e7;e8;e9
Prawda;FAO twierdzi inaczej. Najmniejsze gospodarstwa do 2 ha zajmują 12% światowych zasobów ziemi rolnej i dostarczają 1/3 światowej produkcji żywności. Może i nie są w stanie wyżywić świata ale go żywią. 1/8 ziemi, 1/3 żywności...;-0.0089954901486635;-0.1613239352591335;32.0;32.0;7.0;1.0;0.1875;0.0625;0.3125;-0.043820418417453766;-0.08965060114860535;0.07101436704397202;0.008144545368850231;-0.04527207091450691;-0.05457531660795212;-0.117674820125103;0.041764307767152786;-0.0008386344416067004;-0.04730717092752457
Prawda;W ubiegłym roku NBP miał rekordowe zyski, ponad 11 mld zł, jakich nikt jeszcze, żaden prezes NBP-u, nie miał.;-0.0089954901486635;-0.0089954901486635;19.0;19.0;2.0;2.0;0.1052631578947368;0.0;0.1578947368421052;0.03396068885922432;-0.07719853520393372;-0.021056676283478737;0.05574420839548111;0.05196256563067436;0.026468344032764435;-0.08151846379041672;-0.021172771230340004;0.06501638144254684;0.054211828857660294
Fałsz;Z tego, co pamiętam, ... to chyba takie prawo o obrazie uczuć religijnych obowiązuje tylko w Rosji i w państwach muzułmańskich.;-0.2455059587955474;-0.2455059587955474;19.0;18.0;2.0;1.0;0.1052631578947368;0.0;0.1578947368421052;0.05568915605545044;0.0787062793970108;-0.007478803396224976;0.09985238313674927;0.0837540403008461;0.03850366547703743;0.07305393368005753;-0.020013688132166862;0.09868830442428589;0.08519735187292099
Manipulacja;Trzeba przypominać, że myśmy cel inflacyjny grubo przekroczyli już na początku 2020 roku, przed pojawieniem się pierwszego przypadku koronawirusa w Polsce. Bo w lutym inflacja w Polsce, o czym już mało kto pamięta, dobijała do 5 proc. Dokładnie wyniosła 4,7 proc.;-0.0089954901486635;-0.0089954901486635;36.0;36.0;2.0;6.0;0.1388888888888889;0.0555555555555555;0.1944444444444444;0.000675070274155587;-0.09816336631774902;0.012283146381378174;0.08879770338535309;0.026968300342559814;-0.03248457983136177;-0.10835172981023788;0.0013232948258519173;0.0801895409822464;0.03000785782933235
Częściowy fałsz;W 2016 roku  ten komponent rosyjskiej ropy to było prawie 80 proc. całej ropy, która trafia do Polski. To się zdecydowanie udało zmniejszyć  jest ok. połowy w tej chwili.;-0.0089954901486635;-0.1104457909241318;28.0;24.0;0.0;3.0;0.1071428571428571;0.0714285714285714;0.25;0.07135774940252304;-0.09356556087732315;-0.09762202948331833;0.03506360203027725;-0.09118767827749252;0.05758696794509888;-0.11364904791116714;-0.10138778388500214;0.03069390542805195;-0.08766766637563705
Manipulacja;Dwa razy  zablokowano rozpoczęcia inwestycji Baltic Pipe. Ja tylko przypomnę, że w 2001 roku zrobił to rząd Lewicy, po tym, jak rząd AWS-u przygotował ten kontrakt z Norwegami i Duńczykami. I po raz drugi zrobił to rząd PO-PSL.;-0.1896650344133377;-0.3480024188756943;36.0;33.0;2.0;6.0;0.1111111111111111;0.0;0.2222222222222222;-0.0014599919086322188;0.08956436812877655;0.004692983813583851;-0.09369488805532455;-0.03121773526072502;-0.0386090911924839;0.07553613185882568;-0.019299564883112907;-0.1088232696056366;-0.03827822208404541
Fałsz;W ciągu roku  mamy 7,5 tys. godzin. I na te 7,5 tys. godzin  energetyka odnawialna zapewnia tylko moc w systemie na poziomie 2-2,5 tys. godzin.;-0.0089954901486635;-0.0089954901486635;20.0;19.0;0.0;0.0;0.1;0.0;0.4;-0.03791254758834839;-0.09848485887050629;-0.09960167855024338;0.09374253451824188;-0.0838097482919693;-0.052835479378700256;-0.10129230469465256;-0.09797241538763046;0.08969177305698395;-0.07579857856035233
Fałsz;Wygląda na to, że Ukraińcy powtórzyli scenariusz w Mariupolu szpitala położniczego w Kuwejcie z 1990 roku, który został całkowicie zainscenizowany przez firmę Hill & Knowlton za $10,7 mln, aby przekonać Radę Bezpieczeństwa ONZ do interwencji w Iraku w ramach operacji Pustynna Tarcza/Sztorm . ;-0.0089954901486635;-0.0089954901486635;40.0;40.0;4.0;6.0;0.1;0.05;0.3;0.08326717466115952;0.07384870201349258;-0.0136897386983037;0.007129037287086248;-0.017612719908356667;0.07359366118907928;0.056819766759872437;-0.026898810639977455;0.0030110273510217667;-0.0011832073796540499
Manipulacja;Bułgaria ma dziś zatwierdzony plan odbudowy i dostanie 6,3 mld euro ! Dostanie chociaż kilka dni temu został aresztowany premier Bułgarii za korupcję! ;-0.3815149664878845;-0.3721426511183381;22.0;21.0;1.0;2.0;0.0909090909090909;0.0454545454545454;0.3181818181818182;0.023993635550141335;0.06965078413486481;-0.0355151891708374;-0.08136534690856934;0.09012071043252945;0.008294236846268177;0.05280427262187004;-0.033842381089925766;-0.07116377353668213;0.1017792820930481
Prawda;Pani Le Pen mówiła o tym, że NATO jest w ogóle fatalną organizacją, do której nikt nie powinien przystąpić. I na pewno w pierwszej kolejności, jeżeli ona zdobędzie tytuł pani prezydentki Francji, wycofa Francję z NATO. Też były przecież takie wywiady.;-0.0165463928133249;-0.0539112569143374;39.0;37.0;3.0;5.0;0.1025641025641025;0.0256410256410256;0.2051282051282051;-0.004217475652694702;-0.03758404403924942;0.033234644681215286;0.06229200214147568;-0.051287781447172165;-0.04299569129943848;-0.06603844463825226;-0.011756121180951595;0.0428023561835289;-0.020580487325787544
Prawda;31 marca w Poznaniu wyły syreny na polecenie  prezydenta Jaśkowiaka, który dzisiaj mówi, że on z uwagi na wrażliwość ukraińskich uchodźców tych syren nie uruchomi. 10 dni temu, 31 marca, nie było Ukraińców w Poznaniu?;-0.0168421063572168;-0.1260696360841393;29.0;29.0;4.0;6.0;0.1379310344827586;0.0344827586206896;0.3448275862068966;-0.020444875583052635;-0.06966891139745712;0.02118546888232231;0.03564034774899483;-0.049872368574142456;-0.047545988112688065;-0.09568782150745392;1.5021883882582188e-05;0.04545678198337555;-0.02471446432173252
Fałsz;Jeżeli chodzi o odbieranie odznaczeń, to taką żelazną zasadą jest u nas, że to się odbywa na podstawie decyzji sądu, że to musi niezależny organ orzec winę itd.  Wtedy pan prezydent pozbawia orderu czy odznaczeń. Mieliśmy do tej pory dwa takie przypadki, kiedy zostały właśnie wydane orzeczenia sądowe dotyczące winy takiej osoby i w ten sposób jest ona uznawana za niegodną.;-0.3240074217319488;-0.2895802954832713;56.0;54.0;4.0;4.0;0.1607142857142857;0.0714285714285714;0.3214285714285714;0.0745956301689148;-0.07286063581705093;0.036299049854278564;-0.038078613579273224;-0.06692738831043243;0.038456134498119354;-0.11268305778503418;0.010403487831354141;-0.05421251803636551;-0.05193966254591942
Prawda;Opinia publiczna została poinformowana przez Brukselę, że system SWIFT został zdjęty ze stołu. A ja mówię – tylko 7 banków zostało objętych  odłączeniem od systemu SWIFT. A pozostałe banki, łącznie ze Sbierbankiem, z Gazprombankiem? Nie, nadal funkcjonują. I tak naprawdę mogą sobie omijać te blokady.;-0.2254829406738281;-0.3194245025515556;41.0;37.0;4.0;2.0;0.2195121951219512;0.048780487804878;0.2439024390243902;-0.006550055928528309;-0.09924764931201935;0.009945022873580456;0.07401488721370697;0.008951556868851185;-0.02886004000902176;-0.1059374287724495;-0.005363157019019127;0.07745236158370972;0.011470051482319832
Prawda;Codziennie na Ukrainie co 6 godzin ginie dziecko, co 3 godziny dziecko jest ranne.;-0.6157815456390381;-0.6157815456390381;12.0;11.0;0.0;1.0;0.0833333333333333;0.0833333333333333;0.3333333333333333;0.08218655735254288;-0.00913158617913723;-0.01750764809548855;0.027870822697877884;0.04180722311139107;0.07616844028234482;-0.042350973933935165;-0.028852678835392;0.024398813024163246;0.04814305528998375
Prawda;Nasi poprzednicy ani złotówki  nie zwiększyli wynagrodzeń dla sfery budżetowej. Ten punkt bazowy dla pracowników służby cywilnej nie drgnął za czasów rządów pana Donalda Tuska.;-0.0117232585325837;-0.1244418397545814;22.0;22.0;5.0;1.0;0.1363636363636363;0.0;0.2272727272727272;-0.08933168649673462;0.001970529556274414;0.02940838411450386;-0.007364362478256226;-0.03389204293489456;-0.11055666953325272;-0.03213663771748543;0.00020143541041761637;-0.004323575180023909;-0.044229570776224136
Manipulacja;Polskie społeczeństwo jest w dziewięćdziesięciu kilku procentach proukraińskie, antyrosyjskie. W odróżnieniu np. od społeczeństwa francuskiego, gdzie tam chyba  52 proc. uważa, że Rosja ma rację.  W Niemczech była zdaje się większość albo blisko połowy społeczeństwa, która uważała, że Ukrainie nie należy pomagać, nie przekazywać uzbrojenia. ;-0.0997296944260597;-0.1600741396347681;41.0;37.0;9.0;6.0;0.1219512195121951;0.0975609756097561;0.2682926829268293;-0.06396015733480453;0.04490326717495918;0.05149010568857193;0.027880381792783737;-0.07129411399364471;-0.08773843199014664;0.0036959880962967873;0.04670930281281471;0.02811155654489994;-0.07751450687646866
Fałsz;Za uzależnienie energetyki i gospodarki Węgier od Rosji odpowiadają dzisiejsi rywale Viktora Orbana. Trzymam kciuki za zwycięstwo wyborcze Fideszu.;-0.0716163739562034;-0.0196601245552301;19.0;18.0;2.0;4.0;0.1052631578947368;0.0;0.4210526315789473;0.029439890757203102;0.07125227153301239;-0.0482550673186779;0.024559319019317627;0.024620497599244118;-0.004687795415520668;0.061889663338661194;-0.06379087269306183;0.021409127861261368;0.03451556712388992
Prawda;Ja zresztą apelowałem , żeby rząd, ponieważ jest właścicielem największej spółki  paliwowej w Polsce, czyli PKN Orlen, spowodował, że PKN Orlen nie będzie kupował rosyjskiej ropy, bo Polska jest drugim co do wielkości importerem rosyjskiej ropy w Unii Europejskiej, drugim co do wielkości.;-0.0089954901486635;-0.0089954901486635;32.0;31.0;7.0;7.0;0.25;0.0;0.28125;-0.0036566138733178377;-0.0849456638097763;-0.03278352692723274;-0.02859928086400032;0.08129195123910904;-0.018921062350273132;-0.1152506098151207;-0.055689163506031036;-0.027112556621432304;0.08547605574131012
Fałsz;95-96 proc. rosyjskiej ropy trafia do Europy dzięki tankowcom, a nie dzięki rurociągom. ;-0.0089954901486635;-0.0089954901486635;13.0;13.0;2.0;2.0;0.1538461538461538;0.0;0.2307692307692307;0.01279745064675808;-0.06917165219783783;0.06338739395141602;-0.02756623551249504;-0.08461715281009674;0.0011829640716314316;-0.08280656486749649;0.05473905801773071;-0.03281598538160324;-0.0867437794804573
Prawda;My w 70 proc. importujemy ropę właśnie z tego kierunku z Rosji.;-0.0089954901486635;-0.0089954901486635;11.0;11.0;2.0;1.0;0.0;0.0909090909090909;0.1818181818181818;-0.0765981525182724;-0.00866129994392395;0.05155137926340103;-0.034762389957904816;-0.09861614555120468;-0.08467678725719452;-0.007019874174147844;0.04971489682793617;-0.0376436710357666;-0.09212447702884674
Prawda;Konsumujemy go dużo, 40 proc. konsumpcji gazu w Europie to gaz rosyjski i nie daje się go łatwo zastąpić. ... My Unia Europejska importujemy jakieś 150 mld m3 gazu z Rosji.;-0.0191891882568597;-0.1615579177935918;28.0;27.0;3.0;4.0;0.0714285714285714;0.1071428571428571;0.1785714285714285;0.039410270750522614;-0.056335993111133575;-0.04308806732296944;-0.07535713911056519;-0.08983811736106873;0.029615921899676323;-0.05050869286060333;-0.044900596141815186;-0.08573149889707565;-0.0828000158071518
Fałsz;Gdyby Ukraina nie prowadziła polityki wrogiej, kwestionując bezpieczeństwo Rosji, tak by nie było.  ostrzeliwała codziennie Donbas, Donieck, Ługańsk, gdzie są nasi ludzie . I gdyby nie rozpoczęła się „specjalna operacja wojskowa” Rosji, za tydzień czy dwa byłoby tak samo, bo wojsko ukraińskie wtargnęłoby na Donbas.;-0.1331712156534195;-0.2079545098046461;39.0;38.0;5.0;7.0;0.1282051282051282;0.1282051282051282;0.1794871794871795;0.039511002600193024;0.005325817968696356;-0.0591190941631794;-0.0250837504863739;0.0997810959815979;0.01785140298306942;-0.00012489280197769403;-0.06634803861379623;-0.02000274509191513;0.11232852190732956
Fałsz;My Rosjanie stosujemy broń wysoko precyzyjną i wyłącznie przeciwko celom militarnym. ... Robimy wszystko, co możliwe, żeby oszczędzać życie cywilów.;0.0046077389270067;-0.070682443678379;19.0;19.0;4.0;1.0;0.1052631578947368;0.1578947368421052;0.1578947368421052;-0.055286187678575516;0.0655713677406311;0.0586606040596962;-0.09120850265026093;0.037467800080776215;-0.07936178892850876;0.03854433819651604;0.046835798770189285;-0.10259325057268143;0.0531705766916275
Fałsz;Jak na Mariupolu, gdzie ten szpital porodowy niby był zbombardowany przez Rosję. Okazało się, że dawno nie ma tam ani lekarzy, ani kobiet, ani dzieci, ale były pozycje batalionów nazistowskich.;-0.4600299596786499;-0.3336592279374599;28.0;27.0;1.0;3.0;0.1428571428571428;0.1428571428571428;0.1785714285714285;0.04310024902224541;0.02715468406677246;0.07763713598251343;-0.051341425627470016;0.09210236370563507;0.0350499264895916;0.022890031337738037;0.07180667668581009;-0.049588341265916824;0.10689757019281387
Fałsz;W obecnych warunkach rozprzestrzenianie fejków jest karalne w Rosji.;-0.0559458397328853;-0.0559458397328853;9.0;8.0;1.0;1.0;0.2222222222222222;0.0;0.3333333333333333;0.058057963848114014;-0.059488989412784576;-0.09448090940713882;-0.08264555782079697;0.038720130920410156;0.05919766426086426;-0.06363785266876221;-0.09694591909646988;-0.0801827684044838;0.03931007161736488
Prawda;Z terenu Białorusi prowadzone są działania wojenne. Wystrzeliwane są rakiety rosyjskie, wojska lądowe swobodnie poruszają się po terenie Białorusi i właśnie z tego kraju atakują pozycje ukraińskie. Natomiast jednostki lądowe białoruskie nie były do tej pory zaangażowane w konflikt.;-0.0089954901486635;-0.0528920454283555;36.0;33.0;2.0;4.0;0.25;0.0555555555555555;0.3611111111111111;-0.010801345109939575;-0.052403807640075684;-0.024123525246977806;0.05846858024597168;-0.06280027329921722;-0.020614294335246086;-0.08698815107345581;-0.05619340389966965;0.06301300972700119;-0.06322664022445679
Manipulacja;Pfizer ogłosił, że nie wycofa się z Rosji. Niektórzy mogą mieć teraz spory dylemat.;-0.0089954901486635;-0.1764732226729393;14.0;14.0;1.0;3.0;0.1428571428571428;0.0714285714285714;0.1428571428571428;0.07358457893133163;0.03266777843236923;-0.09303811192512512;-0.08549869060516357;0.03773752599954605;0.06578104197978973;0.030075671151280403;-0.10000648349523544;-0.08514507859945297;0.043437276035547256
Nieweryfikowalne;Średnia wieku polskich rezerwistów jest powyżej 50. roku życia.;-0.040320985019207;-0.040320985019207;9.0;9.0;3.0;1.0;0.1111111111111111;0.0;0.4444444444444444;-0.08076991140842438;0.031052017584443092;0.053349435329437256;0.07836635410785675;0.021306287497282028;-0.08912172168493271;0.013654579408466816;0.04674391821026802;0.0770682692527771;0.018588261678814888
Manipulacja;Misja pokojowa w Kosowie to jest właśnie ten przykład, kiedy to Sojusz Północnoatlantycki wprowadził właśnie taką misję, misję pokojową. O tym właśnie mówił pan premier Jarosław Kaczyński w Kijowie. W tej misji pokojowej brali i biorą udział wciąż żołnierze polscy.;-0.0089954901486635;-0.0089954901486635;35.0;31.0;4.0;5.0;0.1142857142857142;0.0571428571428571;0.3142857142857143;0.06832899153232574;0.07912411540746689;-0.050747357308864594;-0.005527121014893055;0.00039049386396072805;0.04157564416527748;0.06044325232505798;-0.05218283087015152;0.003474418306723237;0.004318875726312399
Prawda;Od 2013 Xi Jinping z Putinem spotkali się 37 razy.;-0.1961722671985626;-0.1961722671985626;10.0;10.0;0.0;3.0;0.1;0.1;0.1;0.07750098407268524;0.005481434054672718;0.07406051456928253;0.012336480431258678;0.01086125336587429;0.07246224582195282;0.007203707937151194;0.0680072233080864;0.013786479830741882;0.012698458507657051
Częściowy fałsz;To jest bardzo dobre! W czasie gdy MS był  Polska miała na koncie aż 576 niewykonanych wyroków ETPCz. W czasie gdy MS ponownie został  liczba niewykonanych wyroków przez Polskę spadła do 98.;-0.3933790326118469;0.1393668303887049;26.0;26.0;3.0;3.0;0.1538461538461538;0.1923076923076923;0.2307692307692307;0.06159638240933418;0.033914290368556976;-0.02026662789285183;-0.09060857445001602;0.053304027765989304;0.03060075081884861;0.026055365800857544;-0.04072222113609314;-0.10202091932296753;0.06693488359451294
Fałsz;Przypominam, że są kraje w Europie Zachodniej, które mają uchwały parlamentu, jak np. Holandia, które zobowiązują rząd holenderski, żeby pod żadnym pozorem Ukrainy do Unii nie wpuścić.;-0.0866262838244438;-0.0866262838244438;26.0;26.0;2.0;5.0;0.1538461538461538;0.0384615384615384;0.3846153846153846;0.08455991744995117;-0.011878127232193947;0.011518132872879505;-0.004179841373115778;0.030738865956664085;0.045047324150800705;-0.034622810781002045;-0.020393090322613716;-0.006376842502504587;0.03034832887351513
Fałsz;»Wspólnie z partnerami z Unii Europejskiej zdecydowaliśmy wczoraj, że zamykamy wszystkie banki rosyjskie, wyłączymy im system SWIFT « – powiedział w niedzielę w Bundestagu kanclerz Niemiec Olaf Scholz. I co? I okazało się to kłamstwem.;-0.0089954901486635;-0.3466512219359477;30.0;30.0;4.0;6.0;0.1;0.1;0.2333333333333333;-0.07119104266166687;-0.06134236976504326;-0.004465174861252308;0.057510484009981155;-0.09972085803747177;-0.08885817974805832;-0.05903659760951996;-0.0304111260920763;0.05681164562702179;-0.10496427863836288
Prawda;Tak jak ma to miejsce w stosunku do wszystkich cudzoziemców w Polsce, mogą oni dzieci uchodźców z Ukrainy realizować w Polsce obowiązek szkolny, który również jest obowiązkiem funkcjonującym w Ukrainie. Oznacza to, że realizacja obowiązku szkolnego w Polsce konsumuje ich obowiązek szkolny w Ukrainie.;-0.0089954901486635;-0.0089954901486635;33.0;30.0;7.0;7.0;0.2424242424242424;0.0303030303030303;0.1818181818181818;0.0962735190987587;0.02893080748617649;0.0952480286359787;0.0307441595941782;-0.07210157066583633;0.08272728323936462;0.01794876717031002;0.07262291014194489;0.036197878420352936;-0.06558063626289368
Fałsz;Polski eksport jest większy od eksportu rosyjskiego, nawet wliczając rosyjskie surowce naturalne.;-0.0164043959230184;-0.0164043959230184;12.0;10.0;1.0;3.0;0.3333333333333333;0.0;0.3333333333333333;-0.010251134634017944;-0.09609757363796234;-0.015570884570479393;-0.011321228928864002;0.0026953101623803377;-0.01963181234896183;-0.10843761265277863;-0.017977844923734665;-0.011279307305812836;0.001461278647184372
Prawda;17 proc. żołnierzy Ukrainy to są kobiety, warto też odnotować.;-0.049719464033842;-0.049719464033842;10.0;10.0;2.0;1.0;0.1;0.0;0.2;-0.03819357231259346;0.072603240609169;-0.0033610344398766756;-0.020836031064391136;-0.014711695723235607;-0.05928279459476471;0.05914773792028427;-0.01743130013346672;-0.005431308411061764;-0.006627380847930908
Nieweryfikowalne;Dziś już ofiary po stronie armii  rosyjskiej są na poziomie tej, którą poniosła armia radziecka w Afganistanie. Tylko że tamta wojna trwała 10 lat, a tu 10 dni.;-0.2336687445640564;-0.3042037859559059;27.0;26.0;0.0;2.0;0.1481481481481481;0.037037037037037;0.3333333333333333;-0.02640964463353157;0.057017624378204346;0.03964264318346977;0.035479865968227386;0.008578812703490257;-0.05114135518670082;0.03721941262483597;0.028342263773083687;0.04569687321782112;0.012926721945405006
Częściowy fałsz;Przez ostatnie 20 lat  Polska wydała 733 mld zł, zapłaciła Rosji za gaz za ropę i za węgiel.;-0.1106293275952339;-0.1106293275952339;16.0;16.0;0.0;2.0;0.0625;0.0;0.1875;0.09313130378723145;-0.02851497009396553;0.0545332208275795;0.022216618061065674;0.025068987160921097;0.08534020930528641;-0.041397832334041595;0.04778753221035004;0.023114968091249466;0.023674849420785904
Częściowy fałsz;Otóż od 2015 r. przybyło ponad 1,5 GW mocy zainstalowanej w wietrze na lądzie, dzisiaj jest to moc ponad 7 GW mocy zainstalowanej. A trzeba powiedzieć, że w aukcjach OZE, które odbyły się w ostatnich 3 latach, zakontraktowaliśmy kolejne blisko 5 GW i one zostaną wybudowane.;-0.0089954901486635;-0.0089954901486635;39.0;37.0;2.0;2.0;0.2307692307692307;0.0512820512820512;0.2307692307692307;0.09108368307352066;0.04469611495733261;-0.00596315274015069;-0.08923088759183884;-0.09652775526046753;0.058698538690805435;0.036069467663764954;-0.02194308117032051;-0.0997328907251358;-0.08213977515697479
Prawda;Premier Bielecki jako pierwszy premier na świecie uznał niepodległe państwo ukraińskie.;-0.1219854950904846;-0.1219854950904846;11.0;10.0;0.0;1.0;0.2727272727272727;0.0;0.3636363636363636;0.03262811899185181;-0.010213267989456654;0.036954961717128754;0.03853515535593033;-0.005097991321235895;0.029685573652386665;-0.012953202240169048;0.029930565506219864;0.034581925719976425;-0.011920986697077751
Prawda;Przypomnę, że kilka lat temu Komisja Europejska umorzyła śledztwo wobec Gazpromu, nie stosując wysokich kar, do których miała prawo.;-0.2828957736492157;-0.2427016263827681;19.0;19.0;2.0;2.0;0.1578947368421052;0.0;0.3157894736842105;-0.031214039772748947;-0.025102144107222557;0.025156235322356224;-0.04432208463549614;0.07464689016342163;-0.053574949502944946;-0.03147760033607483;0.007411103695631027;-0.049187637865543365;0.08490052819252014
Prawda;Od 2020, od tego kryzysu powyborczego na Białorusi,  która jest, no kilkukrotnie mniejsza niż Ukraina, Polska wydała prawie 250 tys. wiz dla Białorusinów,  którzy z różnych powodów chcieli wyjechać ze swojego kraju.;-0.0089954901486635;-0.0089954901486635;32.0;30.0;3.0;4.0;0.125;0.03125;0.1875;0.033450283110141754;-0.05002857372164726;0.010947072878479958;-0.09934981167316437;0.01945359632372856;-0.004952056799083948;-0.06463643908500671;-0.009511955082416534;-0.08994460105895996;0.021931510418653488
Prawda;Ilość węgla kupowanego z Rosji przez ostatnie 7 lat wzrosła, a nie zmalała.;-0.0089954901486635;-0.0089954901486635;13.0;13.0;1.0;1.0;0.1538461538461538;0.0;0.2307692307692307;-0.05914793163537979;-0.07794789224863052;0.007389676757156849;-0.030405128374695778;-0.009346949867904186;-0.07021556794643402;-0.08910615742206573;-0.00522698275744915;-0.024874038994312286;-0.009558724239468575
Prawda;Putin w ostatnich latach zbroił się nie tylko militarnie, ale również finansowo. Zgromadził potężne zasoby walutowe – ponad 600 mld dolarów.;-0.0089954901486635;-0.0089954901486635;20.0;20.0;2.0;1.0;0.15;0.15;0.15;-0.06920436769723892;0.04842721298336983;-0.03978691250085831;-0.09954123198986053;0.049765754491090775;-0.07422822713851929;0.039815932512283325;-0.0444844588637352;-0.10203279554843903;0.05683332681655884
